state_name,district_name,crop_year,season,crop,area,production,matched_state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Rajasthan,NAGAUR,2006,Whole Year,Garlic,58.0,114.0,West Rajasthan,0.0,0.0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0.0,28.6,324.4,8.3
Bihar,BANKA,2005,Kharif,Other Kharif pulses,224.0,124.0,Bihar,13.9,14.3,12.1,7.7,28.6,82.5,300.0,309.1,105.1,34.3,0.0,0.2,907.8,28.2,48.5,796.7,34.5
Karnataka,SHIMOGA,2013,Summer,Groundnut,132.0,118.0,Coastal Karnataka,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
Meghalaya,EAST JAINTIA HILLS,2006,Kharif,Dry ginger,255.0,2560.0,Assam & Meghalaya,0.7,40.9,20.8,169.0,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.6,41.5,515.5,1208.1,133.5
Jammu And Kashmir,BARAMULLA,2014,Kharif,Moong(Green Gram),432.0,153.8,Jammu & Kashmir,75.8,64.0,153.1,76.1,52.7,25.3,100.5,134.6,362.8,32.2,14.1,2.3,1093.4,139.8,281.9,623.2,48.5
Gujarat,TAPI,2009,Kharif,Rice,29400.0,48300.0,Gujarat Region,0.0,0.0,0.3,0.0,0.0,17.0,390.3,143.5,54.9,27.4,8.1,0.0,641.6,0.0,0.3,605.7,35.5
Chandigarh,CHANDIGARH,2002,Rabi,Wheat,700.0,3315.0,Chhattisgarh,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9,990.2,46.4,47.5,809.3,86.9
Assam,LAKHIMPUR,2013,Kharif,Sesamum,160.0,75.0,,,,,,,,,,,,,,,,,,
Bihar,KHAGARIA,2009,Kharif,Horse-gram,316.0,304.0,Bihar,0.3,0.4,1.1,2.9,98.5,67.7,213.6,298.9,127.6,72.6,5.1,0.8,889.3,0.7,102.5,707.7,78.4
Mizoram,LUNGLEI,2009,Kharif,Maize,1382.0,1990.0,,,,,,,,,,,,,,,,,,
Goa,SOUTH GOA,2013,Rabi,Groundnut,2.0,4.0,,,,,,,,,,,,,,,,,,
Maharashtra,SATARA,2005,Kharif,Urad,5200.0,2000.0,Madhya Maharashtra,3.6,0.4,1.6,11.1,7.8,240.5,361.2,256.1,276.4,62.7,0.0,0.0,1221.3,4.0,20.5,1134.2,62.7
Tripura,SOUTH TRIPURA,2003,Rabi,Wheat,210.0,412.0,,,,,,,,,,,,,,,,,,
Kerala,ALAPPUZHA,2008,Whole Year,Cashewnut,2150.0,668.0,Kerala,0.8,30.3,217.2,108.4,81.2,469.9,505.1,349.0,347.0,343.4,55.4,17.0,2524.5,31.1,406.7,1670.9,415.7
Mizoram,CHAMPHAI,2006,Kharif,Rice,10304.0,5291.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year,Dry ginger,238.0,1692.0,Arunachal Pradesh,19.0,101.9,80.3,86.7,299.0,415.8,392.4,599.6,343.0,35.1,20.1,10.2,2403.2,120.9,466.0,1750.8,65.4
Meghalaya,WEST KHASI HILLS,1997,Kharif,Soyabean,50.0,31.0,Assam & Meghalaya,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2,58.9,465.6,1763.4,84.3
Rajasthan,UDAIPUR,2009,Rabi,Gram,4585.0,4891.0,West Rajasthan,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4,5.7,14.5,139.8,0.5
Sikkim,WEST DISTRICT,2007,Rabi,Wheat,910.0,910.0,,,,,,,,,,,,,,,,,,
Goa,NORTH GOA,2013,Rabi,Groundnut,2195.0,5635.0,,,,,,,,,,,,,,,,,,
Tripura,KHOWAI,2012,Kharif,Other Kharif pulses,256.0,199.0,,,,,,,,,,,,,,,,,,
Puducherry,PONDICHERRY,2006,Kharif,Dry chillies,1.0,2.0,,,,,,,,,,,,,,,,,,
Mizoram,LAWNGTLAI,2006,Kharif,Maize,586.0,678.0,,,,,,,,,,,,,,,,,,
Telangana,NIZAMABAD,2010,Whole Year,Sunflower,5934.0,5673.0,Telangana,10.3,5.3,1.5,5.6,24.9,127.0,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32.0,1080.4,148.5
Uttarakhand,PAURI GARHWAL,2006,Kharif,Urad,3738.0,2486.0,Uttarakhand,48.7,9.6,71.7,52.2,120.5,104.2,345.6,294.7,79.1,18.8,6.8,27.0,1178.9,58.3,244.4,823.7,52.6
Meghalaya,WEST KHASI HILLS,2001,Whole Year,Dry chillies,48.0,24.0,Assam & Meghalaya,5.5,39.7,30.9,198.6,266.4,399.8,451.1,295.6,266.8,201.4,20.5,2.3,2178.4,45.2,495.8,1413.2,224.2
Meghalaya,EAST JAINTIA HILLS,2003,Whole Year,Sugarcane,7.0,6.0,Assam & Meghalaya,9.5,41.5,96.9,213.8,235.8,551.4,481.2,290.7,250.0,231.8,13.0,18.6,2434.1,51.0,546.5,1573.3,263.4
Andaman And Nicobar Islands,NICOBARS,2001,Whole Year,Dry ginger,46.0,100.0,Andaman & Nicobar Islands,89.0,15.7,143.3,30.1,705.3,370.7,341.3,469.0,334.4,267.6,222.6,91.8,3080.9,104.7,878.7,1515.4,582.0
Uttar Pradesh,KUSHI NAGAR,1997,Kharif,Urad,112.0,47.0,West Uttar Pradesh,3.8,0.7,2.4,19.2,22.8,79.9,235.7,34.6,24.0,7.5,3.2,11.4,445.2,4.5,44.3,374.2,22.1
Haryana,KARNAL,2000,Rabi,Wheat,166505.0,769000.0,,,,,,,,,,,,,,,,,,
Maharashtra,AMRAVATI,2003,Whole Year,Sugarcane,2500.0,155300.0,Madhya Maharashtra,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.1,772.6,3.0,22.3,714.2,33.1
Andhra Pradesh,EAST GODAVARI,2001,Whole Year,Arecanut,7.0,12.0,Coastal Andhra Pradesh,4.6,3.8,20.0,54.1,50.8,117.2,123.0,170.7,187.2,196.0,78.0,4.1,1009.3,8.4,124.8,598.1,278.0
Gujarat,VALSAD,2008,Kharif,Rice,60300.0,127500.0,Gujarat Region,0.0,0.0,0.0,3.1,0.1,58.2,261.9,369.5,204.3,11.6,0.1,2.3,911.1,0.0,3.3,893.9,14.0
Haryana,PANCHKULA,2002,Kharif,Horse-gram,322.0,100.0,,,,,,,,,,,,,,,,,,
Bihar,SAHARSA,2012,Summer,Maize,21637.0,141502.0,Bihar,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6
Tripura,SOUTH TRIPURA,1998,Rabi,Rapeseed &Mustard,625.0,539.0,,,,,,,,,,,,,,,,,,
Assam,TINSUKIA,2012,Whole Year,Banana,2101.0,30402.0,,,,,,,,,,,,,,,,,,
Punjab,KAPURTHALA,2005,Kharif,Sesamum,200.0,100.0,Punjab,35.8,60.3,28.6,8.4,5.2,34.6,176.7,95.3,106.7,0.4,0.0,0.0,552.0,96.1,42.2,413.4,0.4
Jharkhand,CHATRA,2004,Winter,Rice,22058.68,7867.59,Jharkhand,5.5,2.7,3.1,41.0,31.1,184.4,200.7,327.0,211.5,128.1,0.1,1.6,1136.6,8.2,75.2,923.5,129.7
Nagaland,ZUNHEBOTO,2002,Rabi,Wheat,870.0,1770.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,LOWER DIBANG VALLEY,2010,Whole Year,Turmeric,92.0,644.0,Arunachal Pradesh,0.6,13.2,237.8,466.9,312.7,509.9,378.0,321.5,444.2,97.7,58.9,14.2,2855.7,13.9,1017.5,1653.6,170.9
Mizoram,CHAMPHAI,1998,Kharif,Rice,5722.0,9403.0,,,,,,,,,,,,,,,,,,
Tamil Nadu,RAMANATHAPURAM,2008,Whole Year,Moong(Green Gram),182.0,41.0,Tamil Nadu,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.1,1203.4,40.8,250.0,321.5,591.2
Mizoram,MAMIT,2004,Kharif,Groundnut,3.0,3.0,,,,,,,,,,,,,,,,,,
Jammu And Kashmir,ANANTNAG,2002,Whole Year,Onion,21.0,40.0,Jammu & Kashmir,58.7,101.2,105.5,86.3,33.0,94.2,78.7,217.4,97.9,15.2,0.7,14.6,903.5,159.9,224.8,488.3,30.5
Tripura,NORTH TRIPURA,2006,Kharif,Rice,40835.0,94365.0,,,,,,,,,,,,,,,,,,
Haryana,GURGAON,2003,Rabi,Rapeseed &Mustard,51568.0,72000.0,,,,,,,,,,,,,,,,,,
Tamil Nadu,MADURAI,2002,Kharif,Other Kharif pulses,2304.0,401.0,Tamil Nadu,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.2,318.0,25.0,45.7,94.2,153.1
Tripura,KHOWAI,2012,Kharif,Sesamum,135.0,54.0,,,,,,,,,,,,,,,,,,
Telangana,KHAMMAM,2010,Rabi,Urad,9169.0,7271.0,Telangana,10.3,5.3,1.5,5.6,24.9,127.0,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32.0,1080.4,148.5
Manipur,BISHNUPUR,2001,Whole Year,Onion,100.0,210.0,,,,,,,,,,,,,,,,,,
Chandigarh,CHANDIGARH,2001,Rabi,Wheat,750.0,3350.0,Chhattisgarh,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.0,1600.1,1.1,48.7,1458.8,91.6
Goa,SOUTH GOA,2014,Kharif,Rice,13455.0,40307.0,,,,,,,,,,,,,,,,,,
Maharashtra,GONDIA,2012,Kharif,Maize,100.0,100.0,Madhya Maharashtra,0.0,0.0,0.0,3.0,1.4,67.9,203.0,187.8,129.5,95.2,2.2,0.0,689.8,0.0,4.4,588.1,97.3
Sikkim,NORTH DISTRICT,2014,Kharif,Maize,2750.0,4290.0,,,,,,,,,,,,,,,,,,
West Bengal,MALDAH,2006,Rabi,Gram,4681.0,4563.0,Gangetic West Bengal,0.8,3.0,10.6,60.5,120.8,221.0,486.6,320.3,380.9,49.7,5.9,0.3,1660.5,3.9,191.9,1408.8,55.9
Jharkhand,PALAMU,2004,Autumn,Maize,10196.22,10430.73,Jharkhand,5.5,2.7,3.1,41.0,31.1,184.4,200.7,327.0,211.5,128.1,0.1,1.6,1136.6,8.2,75.2,923.5,129.7
Himachal Pradesh,KANGRA,1999,Kharif,Urad,3117.0,1331.0,Himachal Pradesh,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8
Gujarat,KHEDA,2011,Kharif,Maize,14800.0,25500.0,Gujarat Region,0.0,0.2,0.0,0.0,0.0,16.3,259.2,451.7,162.5,0.4,0.0,0.0,890.5,0.2,0.0,889.8,0.4
Uttarakhand,RUDRA PRAYAG,2012,Rabi,Wheat,10411.0,16260.0,Uttarakhand,38.8,11.9,28.1,39.2,9.1,46.0,387.1,419.5,220.6,4.7,3.4,15.5,1223.9,50.8,76.4,1073.1,23.6
Manipur,IMPHAL WEST,1999,Kharif,Rice,15460.0,49120.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,LOWER SUBANSIRI,2014,Kharif,Small millets,1720.0,1795.0,Arunachal Pradesh,19.0,101.9,80.3,86.7,299.0,415.8,392.4,599.6,343.0,35.1,20.1,10.2,2403.2,120.9,466.0,1750.8,65.4
Andaman And Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Sweet potato,30.4,220.0,Andaman & Nicobar Islands,16.3,14.4,48.9,163.7,321.4,366.0,182.7,219.6,546.5,374.7,76.1,74.4,2404.7,30.7,534.0,1314.9,525.2
Mizoram,SAIHA,2007,Kharif,Potato,80.0,450.0,,,,,,,,,,,,,,,,,,
Tripura,WEST TRIPURA,2013,Kharif,Other Kharif pulses,90.0,62.0,,,,,,,,,,,,,,,,,,
Jharkhand,GIRIDIH,2007,Winter,Rice,56946.21,82078.67,Jharkhand,1.7,48.4,25.5,22.3,58.1,125.4,430.4,353.6,324.7,39.6,7.6,0.0,1437.3,50.1,105.8,1234.1,47.2
Uttarakhand,TEHRI GARHWAL,2012,Kharif,Arhar/Tur,1197.0,913.0,Uttarakhand,38.8,11.9,28.1,39.2,9.1,46.0,387.1,419.5,220.6,4.7,3.4,15.5,1223.9,50.8,76.4,1073.1,23.6
Punjab,FAZILKA,2012,Rabi,Barley,3000.0,12000.0,Punjab,62.6,3.2,1.9,31.1,1.6,11.9,120.2,135.1,112.3,2.2,0.4,11.0,493.6,65.8,34.7,379.6,13.6
Kerala,ERNAKULAM,2005,Whole Year,Tapioca,5636.0,182605.0,Kerala,19.8,7.0,25.3,205.9,134.8,619.2,832.7,291.0,414.7,240.1,184.3,56.4,3031.1,26.8,366.0,2157.6,480.7
Andaman And Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Sugarcane,455.0,13760.0,Andaman & Nicobar Islands,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9,2620.2,10.7,478.4,1525.6,605.5
Tamil Nadu,THENI,1997,Whole Year,Sunflower,498.0,980.0,Tamil Nadu,7.7,0.2,2.3,42.0,49.2,50.4,63.5,56.4,116.0,169.5,258.1,135.2,950.5,7.9,93.5,286.3,562.8
Uttar Pradesh,UNNAO,2012,Rabi,Onion,215.0,4946.0,West Uttar Pradesh,14.5,0.1,1.4,4.7,0.3,4.0,145.1,149.1,67.8,0.5,0.1,2.0,389.6,14.5,6.4,366.0,2.7
Karnataka,BAGALKOT,2007,Summer,Onion,605.0,6030.0,Coastal Karnataka,0.0,0.0,0.6,40.2,61.1,952.0,1004.4,980.4,630.5,152.8,37.5,0.8,3860.2,0.0,101.9,3567.2,191.1
Gujarat,DOHAD,2006,Rabi,Wheat,56800.0,115700.0,Gujarat Region,0.0,0.0,0.8,0.0,0.2,123.5,576.0,624.8,140.6,9.2,2.9,0.0,1478.0,0.0,1.1,1464.9,12.1
Haryana,PANIPAT,2003,Rabi,Wheat,81294.0,343000.0,,,,,,,,,,,,,,,,,,
Odisha,BALESHWAR,2010,Autumn,Sesamum,1.0,0.1,Orissa,8.8,1.2,5.6,7.8,93.0,146.4,304.9,282.7,236.0,133.0,35.6,37.2,1291.9,9.9,106.4,969.9,205.7
Meghalaya,EAST KHASI HILLS,2004,Kharif,Maize,1955.0,3462.0,Assam & Meghalaya,15.3,19.5,72.8,340.8,342.2,397.9,848.4,286.2,317.2,340.8,6.5,6.6,2994.3,34.8,755.9,1849.7,353.9
Haryana,MAHENDRAGARH,2006,Whole Year,Dry chillies,9.0,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,TIRAP,2003,Whole Year,Pulses total,316.0,300.0,Arunachal Pradesh,22.9,83.2,109.6,182.0,173.5,424.3,645.3,327.2,259.9,182.6,25.0,16.2,2451.8,106.1,465.2,1656.6,223.9
Punjab,JALANDHAR,2004,Whole Year,Sugarcane,11000.0,610000.0,Punjab,32.4,5.7,0.0,15.5,27.2,48.8,52.1,124.2,8.9,31.2,0.8,5.0,351.7,38.0,42.7,234.0,37.0
Puducherry,YANAM,2007,Rabi,Urad,7.0,4.0,,,,,,,,,,,,,,,,,,
Bihar,BEGUSARAI,2006,Kharif,Urad,1209.0,888.0,Bihar,0.1,0.0,1.9,19.2,73.2,200.0,290.7,160.4,285.2,17.6,2.9,1.6,1052.8,0.1,94.3,936.3,22.1
West Bengal,DINAJPUR UTTAR,1998,Kharif,Maize,30.0,110.0,Gangetic West Bengal,52.9,31.0,128.8,53.0,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0.0,1632.7,83.9,268.9,1011.5,268.4
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Banana,22.0,440.0,,,,,,,,,,,,,,,,,,
Nagaland,DIMAPUR,2002,Rabi,Other  Rabi pulses,2820.0,1610.0,,,,,,,,,,,,,,,,,,
Maharashtra,BHANDARA,2003,Rabi,Linseed,3200.0,900.0,Madhya Maharashtra,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.1,772.6,3.0,22.3,714.2,33.1
Himachal Pradesh,SHIMLA,2000,Kharif,Small millets,6422.0,4046.0,Himachal Pradesh,118.2,119.0,68.1,25.6,79.9,198.0,265.1,126.7,50.1,0.0,10.5,6.9,1068.4,237.2,173.7,640.0,17.5
Madhya Pradesh,SAGAR,2005,Kharif,Rice,8601.0,4547.0,West Madhya Pradesh,13.7,3.1,12.3,6.1,1.9,81.2,345.7,130.5,155.1,1.3,0.0,1.4,752.2,16.8,20.3,712.4,2.7
Puducherry,PONDICHERRY,2008,Kharif,Rice,3637.0,9700.0,,,,,,,,,,,,,,,,,,
Uttar Pradesh,GORAKHPUR,2010,Summer,Maize,263.0,385.0,West Uttar Pradesh,3.2,13.7,0.2,0.4,9.3,12.5,282.0,213.8,263.9,4.7,12.8,4.1,820.7,16.8,10.0,772.3,21.6
Jammu And Kashmir,DODA,2005,Kharif,Maize,50954.0,56820.0,Jammu & Kashmir,296.0,403.5,189.7,64.9,92.0,41.6,440.3,77.7,50.0,14.6,21.8,0.5,1692.7,699.5,346.6,609.7,37.0
Manipur,CHANDEL,2003,Whole Year,Pineapple,675.0,5062.0,,,,,,,,,,,,,,,,,,
Goa,NORTH GOA,2013,Rabi,Rice,7270.0,22145.0,,,,,,,,,,,,,,,,,,
Jharkhand,DUMKA,2004,Rabi,Potato,1163.35,6158.77,Jharkhand,5.5,2.7,3.1,41.0,31.1,184.4,200.7,327.0,211.5,128.1,0.1,1.6,1136.6,8.2,75.2,923.5,129.7
Tamil Nadu,TIRUVANNAMALAI,1999,Whole Year,Sugarcane,26753.0,2446320.0,Tamil Nadu,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.6,922.6,32.3,135.3,249.6,505.3
Madhya Pradesh,SHIVPURI,2007,Rabi,Rapeseed &Mustard,44799.0,23675.0,West Madhya Pradesh,1.7,11.5,2.6,0.6,14.6,99.9,305.6,220.6,138.3,0.0,10.5,0.6,806.5,13.3,17.8,764.3,11.1
Madhya Pradesh,DINDORI,2011,Rabi,Peas & beans (Pulses),9858.0,1307.0,West Madhya Pradesh,0.0,1.7,0.1,1.8,3.6,241.5,306.7,343.3,165.0,0.2,0.0,0.0,1063.9,1.7,5.5,1056.5,0.2
Assam,KAMRUP,2010,Autumn,Rice,14012.0,23004.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,NICOBARS,2001,Kharif,Arecanut,1254.0,2061.0,Andaman & Nicobar Islands,89.0,15.7,143.3,30.1,705.3,370.7,341.3,469.0,334.4,267.6,222.6,91.8,3080.9,104.7,878.7,1515.4,582.0
Haryana,ROHTAK,2004,Rabi,Masoor,1.0,,,,,,,,,,,,,,,,,,,
Jammu And Kashmir,JAMMU,2002,Rabi,Gram,122.0,73.0,Jammu & Kashmir,58.7,101.2,105.5,86.3,33.0,94.2,78.7,217.4,97.9,15.2,0.7,14.6,903.5,159.9,224.8,488.3,30.5
Arunachal Pradesh,UPPER SIANG,1998,Kharif,Sunflower,3.0,2.0,Arunachal Pradesh,26.7,78.8,193.6,125.0,275.0,839.8,823.8,807.0,236.8,187.2,20.5,2.5,3616.7,105.6,593.6,2707.4,210.2
Gujarat,JAMNAGAR,1997,Kharif,Dry chillies,2100.0,1700.0,Gujarat Region,0.7,0.0,0.2,3.3,3.6,355.3,241.9,358.0,96.1,8.1,0.9,0.9,1068.9,0.7,7.1,1051.3,9.8
Haryana,MAHENDRAGARH,2005,Kharif,Groundnut,497.0,300.0,,,,,,,,,,,,,,,,,,
Sikkim,EAST DISTRICT,2014,Kharif,Soyabean,1100.0,1084.0,,,,,,,,,,,,,,,,,,
Odisha,SUNDARGARH,2001,Kharif,Arhar/Tur,6210.0,2990.0,Orissa,0.4,1.4,32.3,28.7,71.0,336.1,584.2,380.9,132.0,86.8,18.7,0.0,1672.5,1.8,132.0,1433.2,105.6
Telangana,RANGAREDDI,2013,Rabi,Jowar,3640.0,3338.0,Telangana,2.4,29.0,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7,31.4,33.0,1059.2,225.0
Uttar Pradesh,AMROHA,2012,Rabi,Barley,41.0,109.0,West Uttar Pradesh,14.5,0.1,1.4,4.7,0.3,4.0,145.1,149.1,67.8,0.5,0.1,2.0,389.6,14.5,6.4,366.0,2.7
Chhattisgarh,KANKER,2008,Rabi,Moong(Green Gram),93.0,26.0,Chhattisgarh,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8
Sikkim,NORTH DISTRICT,2001,Kharif,Urad,20.0,9.0,,,,,,,,,,,,,,,,,,
Andhra Pradesh,ANANTAPUR,1997,Kharif,Cotton(lint),7300.0,9400.0,Coastal Andhra Pradesh,15.1,5.6,19.7,62.6,25.2,63.1,156.0,128.1,315.5,83.6,51.7,45.7,972.1,20.7,107.6,662.7,181.0
Nagaland,KOHIMA,2006,Rabi,Wheat,160.0,140.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,NICOBARS,2003,Whole Year,Coconut,18284.74,68580000.0,Andaman & Nicobar Islands,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.9,52.2,465.0,1406.1,432.5
Jammu And Kashmir,KATHUA,1997,Kharif,Maize,15893.0,28900.0,Jammu & Kashmir,68.4,55.6,164.1,144.5,89.1,81.2,126.6,270.2,75.4,77.3,84.3,59.2,1295.9,124.0,397.7,553.4,220.8
Bihar,DARBHANGA,1997,Whole Year,Turmeric,5.0,3.0,Bihar,10.5,1.1,2.9,29.3,42.2,211.0,463.9,287.6,185.8,27.8,11.0,30.6,1303.7,11.6,74.4,1148.3,69.5
Jammu And Kashmir,SAMBA,2013,Rabi,Gram,101.0,55.6,Jammu & Kashmir,52.2,136.4,41.9,47.4,47.4,80.5,125.1,219.1,41.2,34.4,13.4,20.3,859.3,188.6,136.7,465.8,68.1
Tripura,UNAKOTI,2013,Kharif,Rice,17245.0,47041.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,SIDHI,2012,Kharif,Maize,8686.0,11706.0,West Madhya Pradesh,6.2,0.0,0.0,0.9,3.1,48.2,439.2,341.2,194.3,2.1,0.0,0.0,1035.2,6.2,4.0,1023.0,2.1
Telangana,NIZAMABAD,2005,Whole Year,Coriander,371.0,156.0,Telangana,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
Puducherry,PONDICHERRY,2004,Whole Year,Onion,6.0,20.0,,,,,,,,,,,,,,,,,,
Jharkhand,GODDA,2007,Rabi,Arhar/Tur,732.77,1170.0,Jharkhand,1.7,48.4,25.5,22.3,58.1,125.4,430.4,353.6,324.7,39.6,7.6,0.0,1437.3,50.1,105.8,1234.1,47.2
Uttarakhand,CHAMOLI,2008,Kharif,Other Cereals & Millets,5057.0,4776.0,Uttarakhand,55.6,11.7,18.1,93.0,67.3,332.4,313.3,245.8,190.8,23.1,11.9,0.6,1363.7,67.3,178.4,1082.3,35.7
Uttarakhand,RUDRA PRAYAG,2005,Kharif,Horse-gram,72.0,42.0,Uttarakhand,64.1,83.2,54.2,12.8,52.1,74.0,400.1,249.2,337.9,14.1,2.2,4.3,1348.2,147.3,119.1,1061.3,20.5
Chandigarh,CHANDIGARH,1999,Whole Year,Onion,15.0,225.0,Chhattisgarh,0.0,3.1,0.1,0.0,31.5,222.5,310.0,408.7,253.7,91.2,1.3,0.6,1322.6,3.1,31.6,1194.9,93.0
Andhra Pradesh,ANANTAPUR,2000,Rabi,Rice,22099.0,57236.0,Coastal Andhra Pradesh,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4,992.3,42.5,88.3,768.9,92.6
Goa,NORTH GOA,2004,Kharif,Groundnut,3204.0,5234.0,,,,,,,,,,,,,,,,,,
Manipur,BISHNUPUR,2003,Kharif,Other Kharif pulses,360.0,180.0,,,,,,,,,,,,,,,,,,
Jammu And Kashmir,JAMMU,1999,Kharif,Jowar,6.0,1.2,Jammu & Kashmir,183.5,56.0,91.6,24.3,47.6,51.9,133.8,145.0,84.8,3.5,68.4,0.2,890.3,239.4,163.5,415.5,72.0
Puducherry,PONDICHERRY,2014,Kharif,Brinjal,28.0,535.0,,,,,,,,,,,,,,,,,,
Sikkim,SOUTH DISTRICT,2005,Kharif,Rice,2340.0,3770.0,,,,,,,,,,,,,,,,,,
Uttarakhand,UDAM SINGH NAGAR,2003,Kharif,Bajra,2.0,2.0,Uttarakhand,40.7,126.0,99.7,54.1,67.1,145.2,515.3,416.2,239.9,1.8,4.8,23.6,1734.3,166.7,220.9,1316.6,30.2
Uttarakhand,NAINITAL,2004,Kharif,Other Cereals & Millets,798.0,983.0,Uttarakhand,58.5,11.7,0.0,51.5,66.0,130.7,400.9,326.3,96.8,70.7,0.8,5.7,1219.6,70.2,117.6,954.7,77.1
Punjab,TARN TARAN,2010,Kharif,Arhar/Tur,500.0,400.0,Punjab,3.8,13.8,1.9,0.7,6.0,41.8,143.8,96.7,112.8,4.7,1.1,24.4,451.5,17.6,8.6,395.1,30.2
Bihar,AURANGABAD,1999,Rabi,Maize,1.0,3.0,Bihar,0.1,0.2,0.4,3.8,83.6,265.1,380.8,347.5,199.6,114.1,6.9,0.6,1402.7,0.3,87.8,1192.9,121.7
Telangana,MAHBUBNAGAR,2003,Kharif,Dry chillies,8097.0,24251.0,Telangana,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
Kerala,ERNAKULAM,2004,Whole Year,Cashewnut,1167.0,545.0,Kerala,2.4,8.1,37.9,113.2,610.9,673.4,385.4,417.9,192.8,320.6,120.7,2.7,2886.1,10.5,762.0,1669.5,444.0
Mizoram,CHAMPHAI,2000,Kharif,Maize,1196.0,2623.0,,,,,,,,,,,,,,,,,,
Mizoram,LAWNGTLAI,2009,Kharif,other oilseeds,143.0,62.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,WEST SIANG,2006,Kharif,Maize,3359.0,4184.0,Arunachal Pradesh,6.0,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6,109.7,587.7,1393.5,168.7
Goa,SOUTH GOA,2012,Whole Year,Sugarcane,710.0,40516.0,,,,,,,,,,,,,,,,,,
Uttar Pradesh,GHAZIPUR,2014,Summer,Urad,645.0,361.0,West Uttar Pradesh,48.3,29.4,22.6,5.3,11.0,22.0,151.6,81.0,84.7,14.6,0.0,16.3,486.9,77.7,39.0,339.4,30.8
Karnataka,CHAMARAJANAGAR,2011,Rabi,Urad,100.0,51.0,Coastal Karnataka,4.8,3.8,8.7,66.1,49.3,1018.4,1080.5,861.3,545.2,178.8,81.5,10.2,3908.6,8.6,124.1,3505.4,270.5
Meghalaya,EAST KHASI HILLS,2013,Whole Year,Potato,11740.0,121787.0,Assam & Meghalaya,1.1,9.6,44.0,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1.0,2.0,1816.4,10.7,503.5,1172.9,129.3
Mizoram,KOLASIB,2004,Kharif,Tapioca,19.0,191.0,,,,,,,,,,,,,,,,,,
Haryana,SIRSA,1997,Rabi,Gram,42000.0,37000.0,,,,,,,,,,,,,,,,,,
